date	size"/"remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ("servermsg")	MIME	Etag|Date	URL	localfile	(from URL)
23:22:50	32948/32948	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:50%20GMT	http://file.hstatic.net/200000291373/article/grilled-vegetables-with-spices-top-view-k5stzlw-768x512_54c7765cc34e40a8ac2d709e3e53b40b_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/grilled-vegetables-with-spices-top-view-k5stzlw-768x512_54c7765cc34e40a8ac2d709e3e53b40b_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:51	30048/30048	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:56%20GMT	http://file.hstatic.net/200000291373/article/grilled-chicken-fillets-and-sweet-pepper-on-black-chgsy4q-768x512_f619ad04490f4a5b92d82714c6879523_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/grilled-chicken-fillets-and-sweet-pepper-on-black-chgsy4q-768x512_f619ad04490f4a5b92d82714c6879523_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:52	293197/293197	---MCZ	200	added ("OK")	text/html	etag:W/%22ea7458a7c66a49f7be011f3c2cd8b24c%22	https://chicken-run.myharavan.com/blogs/news/dac-trung-cua-am-thuc-viet-nam-trong-long-khach-quoc-te	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news/dac-trung-cua-am-thuc-viet-nam-trong-long-khach-quoc-te.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:54	276326/276326	---MCZ	200	added ("OK")	text/html	etag:W/%22a0c3fb32ce6c4d0f989a5a0e2dd0be75%22	https://chicken-run.myharavan.com/blogs/news?page=2	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/blogs/news4658.html	(from https://chicken-run.myharavan.com/blogs/news)
23:22:56	35475/35475	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:49:59%20GMT	http://file.hstatic.net/200000291373/article/delicious-thick-soup-m7a4cnq-768x601_eabba9927fa94a3390dcd5ec522ee01c_large.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/article/delicious-thick-soup-m7a4cnq-768x601_eabba9927fa94a3390dcd5ec522ee01c_large.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:56	248267/248267	---M--	200	added ("OK")	image/jpeg	etag:%223bf3dd105c9d69aba1ae2d321ab2d569%22	http://theme.hstatic.net/200000291373/1000688425/14/blog_banner_head.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/blog_banner_head7944.jpg	(from https://chicken-run.myharavan.com/blogs/news)
23:22:56	0/0	---M--	404	error ("Not%20Found")	text/html	etag:W/%2240b19d0381cb45898449cd273204e2eb%22	https://chicken-run.myharavan.com/pages/owl.video.play.png	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/pages/owl.video.play.png	(from https://chicken-run.myharavan.com/pages/about-us)
23:22:59	272939/272939	---MCZ	404	error ("Not%20Found")	text/html	etag:W/%224e19256552484597b293de28e10f8ce4%22	https://chicken-run.myharavan.com/pages/{0}/page	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/pages/{0}/page	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:13	83176/83176	---M--	200	added ("OK")	image/jpeg	etag:%222e96b654f4d334c1c736ad395255ae8f%22	http://theme.hstatic.net/200000291373/1000688425/14/img_intro_why1.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/img_intro_why17944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:23	57138/57138	---M--	200	added ("OK")	image/jpeg	etag:%22f3282c6e9455ca768473745c27875f92%22	http://theme.hstatic.net/200000291373/1000688425/14/img_intro_why2.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/img_intro_why27944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:25	165247/165247	---M--	200	added ("OK")	image/jpeg	etag:%2212552ca5d175e56c6326868b74827ccc%22	http://theme.hstatic.net/200000291373/1000688425/14/img_intro_one.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/img_intro_one7944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:33	61603/61603	---M--	200	added ("OK")	image/jpeg	etag:%229284e780017eb9050b6abfb5f48a2baa%22	http://theme.hstatic.net/200000291373/1000688425/14/img_intro_why3.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/img_intro_why37944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:34	248267/248267	---M--	200	added ("OK")	image/jpeg	etag:%223bf3dd105c9d69aba1ae2d321ab2d569%22	http://theme.hstatic.net/200000291373/1000688425/14/pageaboutus_banner_head.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/pageaboutus_banner_head7944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:23:37	18453/18453	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:50:50%20GMT	http://product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:38	19769/19769	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:50:52%20GMT	http://product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:40	18470/18470	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:50:54%20GMT	http://product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:41	20809/20809	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:50:56%20GMT	http://product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:43	18253/18253	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:50:58%20GMT	http://product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:44	14920/14920	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:51:00%20GMT	http://product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:46	8113/8113	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:03%20GMT	http://product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:46	16513/16513	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:51:02%20GMT	http://product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_grande.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_grande.jpg	(from https://chicken-run.myharavan.com/?view=order)
23:23:47	9590/9590	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:06%20GMT	http://product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:48	8270/8270	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:07%20GMT	http://product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:49	10496/10496	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:09%20GMT	http://product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:50	8933/8933	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:09%20GMT	http://product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:51	10005/10005	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:12%20GMT	http://product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:52	11315/11315	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:12%20GMT	http://product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:55	26133/26133	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:14%20GMT	http://product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_grande.png	(from https://chicken-run.myharavan.com/?view=order)
23:23:59	248267/248267	---M--	200	added ("OK")	image/jpeg	etag:%223bf3dd105c9d69aba1ae2d321ab2d569%22	http://theme.hstatic.net/200000291373/1000688425/14/pagecontact_banner_head.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/pagecontact_banner_head7944.jpg	(from https://chicken-run.myharavan.com/pages/lien-he)
23:24:00	0/0	---M--	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:23:58%20GMT	https://chicken-run.myharavan.com/account/owl.video.play.png	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/account/owl.video.play.ae.delayed	(from https://chicken-run.myharavan.com/account/register)
23:24:00	4041/4041	---MCZ	200	added ("OK")	application/javascript	etag:W/%22258ef55638312a63c19873b417bfa496%22	http://hstatic.net/0/0/global/haravan_common.js	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/haravan_common.js	(from https://chicken-run.myharavan.com/account/register)
23:24:01	878/878	---MCZ	200	added ("OK")	application/javascript	etag:W/%2219a4857d1ff8f6ab827e87e7373dc6b8%22	http://hstatic.net/0/0/global/customer_area.js	D:/PetProject/TemplateWebsite/hstatic.net/0/0/global/customer_area.js	(from https://chicken-run.myharavan.com/account/register)
23:24:07	0/0	---M--	404	error ("Not%20Found")	text/html	date:Wed,%2022%20May%202024%2016:24:07%20GMT	https://file.hstatic.net/200000291373/file/chicken-lamb_45941ac482454261a12909efcd60872e.jpg	D:/PetProject/TemplateWebsite/file.hstatic.net/200000291373/file/chicken-lamb_45941ac482454261a12909efcd60872e.b1.delayed	(from https://chicken-run.myharavan.com/cart)
23:24:10	305437/305437	---MCZ	200	added ("OK")	text/html	etag:W/%221fbae58a6d6f42118dba8ff0d17e2fd6%22	https://chicken-run.myharavan.com/collections/all?page=2	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/collections/all4658.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:12	15995/15995	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:33%20GMT	http://product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:12	15995/15995	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:34%20GMT	http://product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:12	15995/15995	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:36%20GMT	http://product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_grande.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/4_2b7f7c06e7864adaac93ca31d7762a98_f63bb409e53e41529c1d77d4bd0cef83_ab27542035d0481aae89e0a3de08898f_grande.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:12	631625/631625	---M--	200	added ("OK")	image/jpeg	etag:%220dacce0c412a3caf4d3d14a55613041d%22	http://theme.hstatic.net/200000291373/1000688425/14/img_intro_two.jpg?v=124	D:/PetProject/TemplateWebsite/theme.hstatic.net/200000291373/1000688425/14/img_intro_two7944.jpg	(from https://chicken-run.myharavan.com/pages/about-us)
23:24:16	304751/304751	---MCZ	200	added ("OK")	text/html	etag:W/%22e5cfb4fc5892474d97e03edc8a7a544e%22	https://chicken-run.myharavan.com/products/coke-zero-330ml	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/coke-zero-330ml.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:17	304761/304761	---MCZ	200	added ("OK")	text/html	etag:W/%224d954322039c48228cfe1a67066a1370%22	https://chicken-run.myharavan.com/products/coke-plus-330ml-1	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/coke-plus-330ml-1.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:18	11315/11315	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:38%20GMT	http://product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:18	11315/11315	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:40%20GMT	http://product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/8_174a630f02e7452d8528ad7dcd676938_250a593c82cb402081064fea3d475126_d3078ec3b4e545d8ba9d1aeee24ecb30_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:21	26133/26133	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:43%20GMT	http://product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:21	10005/10005	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:46%20GMT	http://product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:22	304766/304766	---MCZ	200	added ("OK")	text/html	etag:W/%22e0ecf590cc6b45c98af4e3e122b6cf7c%22	https://chicken-run.myharavan.com/products/coke-plus-330ml	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/coke-plus-330ml.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:22	26133/26133	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:43%20GMT	http://product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/p-01_664c4ff89dc7471cbe3a52639427945e_e635e1eb380f4de39e23e7c3dbc7aef0_e8f9e4087d824e91ad35f49164457ea0_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:24	10005/10005	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:50%20GMT	http://product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/3_a3ca4c9dfb9d484cba4bacfa6656dff9_8365fdba0e9449aeac303aff48e3f9cf_fc017b85a380475f973bdb3e84b71e20_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:26	8933/8933	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:51%20GMT	http://product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:26	8933/8933	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:52%20GMT	http://product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/7_397f40d3385e4dc486340f2c7ae20183_e0a5efb4a7004febb76959046bec0028_a5efbdeb20c140c39ec80af17a71f0bc_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:27	304783/304783	---MCZ	200	added ("OK")	text/html	etag:W/%224e9e1b6c4b4a471da3a3d7790a0ed148%22	https://chicken-run.myharavan.com/products/chai-sprite-390ml	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-sprite-390ml.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:29	304767/304767	---MCZ	200	added ("OK")	text/html	etag:W/%22e55cfbc17bc64bdeb5d0f35fea0ae77d%22	https://chicken-run.myharavan.com/products/chai-sprite-1-5l	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-sprite-1-5l.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:29	10496/10496	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:55%20GMT	http://product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:30	10496/10496	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:56%20GMT	http://product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/2_c6ff2f8a8b514b67a21868af3ca93565_75085a5b348641fcb831722f24784277_fbe302d46617459c9c4c7c89eb0c9f99_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:31	304767/304767	---MCZ	200	added ("OK")	text/html	etag:W/%2217ec2fb648c6422a8f0ac3f31a9a5468%22	https://chicken-run.myharavan.com/products/chai-fanta-390ml	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-fanta-390ml.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:32	8270/8270	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:58%20GMT	http://product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:32	8270/8270	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:51:59%20GMT	http://product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/6_7827a234e32b4a7b8856e54f511eae13_a437beadac3f4f1ba6b90343c1b53d25_f7ee8628daf34cf7ac5f2b52bc77a1f1_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:35	304760/304760	---MCZ	200	added ("OK")	text/html	etag:W/%22b782cf98685141acad898ab9f5921992%22	https://chicken-run.myharavan.com/products/chai-fanta-1-5l	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-fanta-1-5l.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:36	9590/9590	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:52:00%20GMT	http://product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:36	9590/9590	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:52:01%20GMT	http://product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_large.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:37	8113/8113	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:52:03%20GMT	http://product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_medium.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_medium.png	(from https://chicken-run.myharavan.com/collections/all)
23:24:37	304760/304760	---MCZ	200	added ("OK")	text/html	etag:W/%225ea7992decd242e7b9394b0aab0094ae%22	https://chicken-run.myharavan.com/products/chai-coca-390ml	D:/PetProject/TemplateWebsite/chicken-run.myharavan.com/products/chai-coca-390ml.html	(from https://chicken-run.myharavan.com/collections/all)
23:24:37	8113/8113	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:52:03%20GMT	http://product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_large.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_large.png	(from https://chicken-run.myharavan.com/collections/all)
